Date,TLT.O_ret_1d,TLT.O_ret_5d,TLT.O_ret_20d,TLT.O_macd,TLT.O_rsi_14,TLT.O_vol_20d,Term_Spread_level,Term_Spread_diff,Credit_Spread_level,Credit_Spread_diff,Breakeven_Inflation_level,Breakeven_Inflation_diff,VIX_level,VIX_diff,Gold_Spot_logret,WTI_Crude_logret,DXY_logret,target
2005-03-04,0.010774889026259903,-0.005399164677770561,-0.02336861089228936,-0.32983640312806983,46.613932944515554,0.09827477645195204,0.75,-0.050000000000000044,1.57,-0.020000000000000018,2.67,-0.03000000000000025,11.94,-0.9900000000000002,0.02752979993536471,0.0018639334380627327,-0.0089253999822776,0.0039695718681761055
2005-03-07,0.0039695718681761055,0.009398045842468986,-0.026818826814413856,-0.2784082087698181,49.807063387229114,0.09498376276189555,0.7,-0.050000000000000044,1.55,-0.020000000000000018,2.68,0.010000000000000231,12.26,0.3200000000000003,-0.008553511268843482,0.003717476400132352,0.003024256826278728,-0.009509138438261702
2005-03-08,-0.009509138438261702,0.003338529697801931,-0.04199007107990657,-0.3035467093863389,43.165025237970205,0.09541345923284077,0.76,0.06000000000000005,1.54,-0.010000000000000009,2.71,0.029999999999999805,12.4,0.14000000000000057,0.03300170276934663,0.011987234364128399,-0.009831966074523,-0.016466347964998865
2005-03-09,-0.016466347964998865,-0.01178927930549209,-0.06111613655516679,-0.437047851357832,34.65737445906704,0.10629358445311046,0.86,0.09999999999999998,1.53,-0.010000000000000009,2.75,0.040000000000000036,12.7,0.29999999999999893,0.005460764423177756,0.0036596564175303517,-0.004278473612926988,0.00608041508517188
2005-03-10,0.00608041508517188,-0.005150610423652687,-0.04145044540954787,-0.49358523778727204,39.38374599453469,0.10333662113012854,0.8,-0.05999999999999994,1.51,-0.020000000000000018,2.72,-0.029999999999999805,12.49,-0.20999999999999908,-0.009085199012420091,-0.022721952876637166,-0.0007352941507756104,-0.007323563801523031
2005-03-11,-0.007323563801523031,-0.02324906325143562,-0.04812759677744419,-0.584107859772871,36.007539484478045,0.10482188314108448,0.83,0.029999999999999916,1.48,-0.030000000000000027,2.74,0.020000000000000018,12.8,0.3100000000000005,-9.814024248525152e-05,0.01630873804192391,-0.0018406042376561476,0.005975551914628385
2005-03-14,0.005975551914628385,-0.021243083204983478,-0.04527250793181874,-0.6060944398496559,40.48743462810819,0.1072795967345977,0.77,-0.05999999999999994,1.5,0.020000000000000018,2.7,-0.040000000000000036,12.39,-0.41000000000000014,-0.010457869581070004,0.009149194653588082,0.006732383590106426,-0.006314860858674344
2005-03-15,-0.006314860858674344,-0.01804880562539613,-0.046525157538579796,-0.6610856984300426,37.50019917418506,0.10780387209406991,0.79,0.020000000000000018,1.51,0.010000000000000009,2.72,0.020000000000000018,13.15,0.7599999999999998,-0.002084885341951486,0.002728514653203914,0.0018282654857935115,0.006090015438952617
2005-03-16,0.006090015438952617,0.004507557778555246,-0.03664869304712418,-0.6535593546006595,41.94810908124082,0.11166103267700551,0.8,0.010000000000000009,1.53,0.020000000000000018,2.73,0.009999999999999787,13.49,0.33999999999999986,0.008313587075371429,0.025998774983706344,-0.006107262173073156,0.003255320829509746
2005-03-17,0.003255320829509746,0.0016824635228931987,-0.02708694705436938,-0.617080773485327,44.24301837893742,0.11173805402764891,0.77,-0.030000000000000027,1.57,0.040000000000000036,2.74,0.010000000000000231,13.29,-0.20000000000000107,0.0013789030058376128,-0.0017714796483821156,0.002691791665711353,-0.006295692520144491
2005-03-18,-0.006295692520144491,0.0027103348042719043,-0.02439824693934154,-0.6261407937113717,40.88210645003012,0.10969181678926937,0.79,0.020000000000000018,1.59,0.020000000000000018,2.74,0.0,13.14,-0.14999999999999858,-0.010388418925720445,0.007067167223092353,0.003537236108729773,-0.0028234249938185406
2005-03-21,-0.0028234249938185406,-0.006088642104175033,-0.027221671933160094,-0.6460466124786564,39.441637227738866,0.10973319023897708,0.81,0.020000000000000018,1.6,0.010000000000000009,2.73,-0.010000000000000231,13.61,0.46999999999999886,-0.0278327938944772,-0.001762114993399221,0.009090420759072007,-0.008518422797602978
2005-03-22,-0.008518422797602978,-0.008292204043103619,-0.031327998449202754,-0.7141090447039744,35.41065722113612,0.11218808731229991,0.77,-0.040000000000000036,1.56,-0.040000000000000036,2.76,0.029999999999999805,14.27,0.6600000000000001,-0.02076842740972053,-0.013315775975772175,0.005774799493883958,0.004779253521210105
2005-03-23,0.004779253521210105,-0.009602965960845991,-0.02985964078993664,-0.7257920438012633,39.16050810977868,0.1131516889883718,0.77,0.0,1.57,0.010000000000000009,2.69,-0.06999999999999984,14.06,-0.20999999999999908,-0.019610538834676967,-0.12390090743906639,0.007648220838256819,0.0020412799104371636
2005-03-24,0.0020412799104371636,-0.010817006879918696,-0.025612315422731378,-0.7123152819110885,40.748187015041076,0.11379924398050414,0.72,-0.050000000000000044,1.58,0.010000000000000009,2.7,0.010000000000000231,13.42,-0.6400000000000006,0.0,0.005447405783715104,0.0015464227194084612,0.0
2005-03-25,0.0,-0.004521314359774238,-0.030459207484708574,-0.6936390122602489,40.748187015041076,0.11161745767216422,0.72,0.0,1.58,0.0,2.7,0.0,13.42,0.0,0.0,0.0,0.0,-0.006136382891848859
2005-03-28,-0.006136382891848859,-0.007834272257804602,-0.02576795172449402,-0.7141788122516459,37.35637020423449,0.10760049198138134,0.74,0.020000000000000018,1.58,0.0,2.7,0.0,13.75,0.33000000000000007,-0.01426221161983054,0.08408960774571854,0.00580742372919924,0.005909779673113667
2005-03-29,0.005909779673113667,0.006593930212911976,-0.016408549757785964,-0.6806509767776561,42.334164583082675,0.11020452597100706,0.73,-0.010000000000000009,1.6,0.020000000000000018,2.69,-0.010000000000000231,14.49,0.7400000000000002,-0.007262510919455494,0.0036927663824840337,-0.0035515604988693547,0.0049734475749547155
2005-03-30,0.0049734475749547155,0.006788124266656614,-0.010096563221126162,-0.6115263082236453,46.22777137894672,0.11207268619683894,0.7,-0.030000000000000027,1.61,0.010000000000000009,2.67,-0.020000000000000018,13.64,-0.8499999999999996,0.014150924768102133,-0.005544275891230452,-0.00035585078366129986,0.007190234325386742
2005-03-31,0.007190234325386742,0.011937078681606176,-0.0023480750990718126,-0.49934571253916715,51.371053479054396,0.11535076162337561,0.7,0.0,1.64,0.029999999999999805,2.71,0.040000000000000036,14.02,0.379999999999999,0.0053487504497921595,0.02471069266703157,-0.0027324044324201577,-0.0003358898312943123
2005-04-01,-0.0003358898312943123,0.011601188850311826,-0.013458853956626158,-0.40815754540700766,51.1242025196333,0.10793978300070603,0.71,0.010000000000000009,1.65,0.010000000000000009,2.69,-0.020000000000000018,14.09,0.07000000000000028,0.0029828508320651342,0.03464857566338216,0.004391959104437905,-0.00022398924945252029
2005-04-04,-0.00022398924945252029,0.01751358249270821,-0.01765241507425489,-0.3336578982760301,50.948434195022294,0.10656522760625514,0.73,0.020000000000000018,1.65,0.0,2.68,-0.009999999999999787,14.11,0.019999999999999574,-0.016625041030380285,-0.007010193447115188,0.0041368772430824645,-0.0025794888973302123
2005-04-05,-0.0025794888973302123,0.009024313922264405,-0.010722765533323301,-0.2898344380078868,48.86769133812903,0.10186015130764893,0.73,0.0,1.66,0.010000000000000009,2.67,-0.010000000000000231,13.68,-0.4299999999999997,0.0034549807635182845,-0.018280746900584635,-0.0014164308317134733,0.0034751450252746697
2005-04-06,0.0034751450252746697,0.007526011372584326,0.009218727456950128,-0.22746751685183142,51.729172282622976,0.08342286173646214,0.74,0.010000000000000009,1.67,0.010000000000000009,2.64,-0.029999999999999805,13.15,-0.5299999999999994,0.007516410347059614,0.0008951750664921558,0.0002362111738869302,-0.00808993176197154
2005-04-07,-0.00808993176197154,-0.007754154714774037,-0.004951619390193191,-0.23344821945775607,45.377456054997545,0.08589032730773172,0.77,0.030000000000000027,1.65,-0.020000000000000018,2.64,0.0,12.33,-0.8200000000000003,-0.0027852187260623204,-0.031263905784741634,0.002241227714921123,0.003491191112870521
2005-04-08,0.003491191112870521,-0.003927073770609104,0.005863135524200446,-0.2107442318190067,48.319801192701775,0.08258876386349098,0.73,-0.040000000000000036,1.64,-0.010000000000000009,2.66,0.020000000000000018,12.62,0.28999999999999915,-0.0035462935451654135,-0.01300891789324657,-0.004724232242180285,0.005381782246245567
2005-04-11,0.005381782246245567,0.0016786977250889859,0.005269365855817641,-0.15226396535766185,52.57925840389541,0.08207219696630177,0.7,-0.030000000000000027,1.67,0.030000000000000027,2.63,-0.03000000000000025,11.98,-0.6399999999999988,-0.00658856409387655,0.0046654932065950715,-0.0036766927500055556,0.009238198040765437
2005-04-12,0.009238198040765437,0.0134963846631845,0.020822424755257304,-0.03850006467874323,58.8889759367668,0.08408189526936821,0.67,-0.029999999999999916,1.66,-0.010000000000000009,2.65,0.020000000000000018,11.3,-0.6799999999999997,-0.003582482255222842,-0.041240998693148956,0.0030845913649531027,-0.002440378360323618
2005-04-13,-0.002440378360323618,0.007580861277586202,0.012292030955981149,0.033520086162909024,56.73413467389085,0.0827295215083405,0.72,0.04999999999999993,1.69,0.030000000000000027,2.64,-0.009999999999999787,13.31,2.01,-0.019991878482011727,-0.026143995177604813,0.0,-0.0015560745609568875
2005-04-14,-0.0015560745609568875,0.01411471847860089,0.007480635565514587,0.07839604381761944,55.34623085867338,0.08245499659697869,0.77,0.050000000000000044,1.75,0.06000000000000005,2.65,0.009999999999999787,14.53,1.2199999999999989,-0.03327812575807171,0.017765962733573983,0.006846916135963656,0.013150087279143944
2005-04-15,0.013150087279143944,0.02377361464487426,0.026926415364802753,0.20759064262038862,63.516172234905646,0.09012746450593058,0.73,-0.040000000000000036,1.78,0.030000000000000027,2.6,-0.04999999999999982,17.74,3.209999999999999,-0.00910301843945386,-0.009830987554201583,-0.005189914928334193,-0.0007687661682226648
2005-04-18,-0.0007687661682226648,0.017623066230405895,0.028981074190398776,0.3008617312251687,62.78843228073701,0.08915655117821604,0.72,-0.010000000000000009,1.75,-0.030000000000000027,2.61,0.009999999999999787,16.56,-1.1799999999999997,0.019032906571422252,-0.0017798877436961465,-0.006644542718668613,0.00962176677314565
2005-04-19,0.00962176677314565,0.018006634962786327,0.047121263761147274,0.44070817692721675,67.78547387228969,0.08543333262664723,0.71,-0.010000000000000009,1.76,0.010000000000000009,2.59,-0.020000000000000018,14.96,-1.5999999999999979,0.030864576759521978,0.03520052290182608,-0.0028612322810321234,-0.0025058573879572
2005-04-20,-0.0025058573879572,0.017941155935152605,0.039836152851979854,0.5269045867857614,65.3166574584835,0.08659848432760202,0.7,-0.010000000000000009,1.78,0.020000000000000018,2.62,0.03000000000000025,16.92,1.9600000000000009,-0.009181988288710696,0.0022905144581898094,-0.0028694424279529316,-0.010527567346831595
