Date,XLE_ret_1d,XLE_ret_5d,XLE_ret_20d,XLE_macd,XLE_rsi_14,XLE_vol_20d,Term_Spread_level,Term_Spread_diff,Credit_Spread_level,Credit_Spread_diff,Breakeven_Inflation_level,Breakeven_Inflation_diff,VIX_level,VIX_diff,Gold_Spot_logret,WTI_Crude_logret,DXY_logret,target
2004-12-30,-0.004406506717082702,-0.007698690760559658,0.016418902304377255,-0.0009393870813525496,56.60684669854289,0.1651947439878763,1.17,-0.040000000000000036,1.89,0.0,2.57,-0.03000000000000025,12.56,0.9400000000000013,-0.0007078214563180631,-0.007581885831953713,-0.005448929890569387,0.0024810488261066714
2004-12-31,0.0024810488261066714,-0.005217641934452922,0.009127431642153168,0.0010015952432027575,57.50539054953055,0.16195003212297934,1.16,-0.010000000000000009,1.86,-0.029999999999999805,2.56,-0.009999999999999787,13.29,0.7299999999999986,0.004944261119012632,0.0,0.003965800215662146,-0.0375920841426364
2005-01-03,-0.0375920841426364,-0.02512482195373511,-0.029020208070327826,-0.04938429034574554,43.17154725853692,0.21086370347689085,1.13,-0.030000000000000027,1.86,0.0,2.53,-0.03000000000000025,14.08,0.7900000000000009,-0.03795327311156387,-0.028065452898283955,0.0055504305306490415,-0.005159082810027336
2005-01-04,-0.005159082810027336,-0.03722934176835604,-0.01313179018929551,-0.09526862246989865,41.669028642656436,0.19845681719779604,1.09,-0.039999999999999813,1.85,-0.010000000000000009,2.51,-0.020000000000000018,13.98,-0.09999999999999964,-0.0226273134389065,0.041808225302313755,0.01550040187557219,-0.004319661144516507
2005-01-05,-0.004319661144516507,-0.04899628598815637,-0.024234970845457955,-0.1359413656159454,40.40696313864311,0.1968429196573262,1.07,-0.020000000000000018,1.83,-0.020000000000000018,2.5,-0.009999999999999787,14.09,0.10999999999999943,-0.001819641925685875,-0.012590300223918579,-0.00036339410490129697,0.017167803622365498
2005-01-06,0.017167803622365498,-0.02742197564870806,-0.015482364148376988,-0.14302163599400686,47.28476053111824,0.2048109561477144,1.11,0.040000000000000036,1.84,0.010000000000000009,2.53,0.029999999999999805,13.58,-0.5099999999999998,-0.0035417262672938995,0.04724225271704832,0.007363181314500839,-0.007974978182993241
2005-01-07,-0.007974978182993241,-0.03787800265780792,-0.01644960517396545,-0.15778274998258368,44.69249251819591,0.20522975866100582,1.09,-0.020000000000000018,1.83,-0.010000000000000009,2.49,-0.03999999999999959,13.49,-0.08999999999999986,0.004077258867250886,-0.004183645868744941,0.005516924523029852,0.007407441277861818
2005-01-10,0.007407441277861818,0.0071215227626901054,-0.026608487614002856,-0.15748041649804634,47.56699981553716,0.19612301559991488,1.06,-0.030000000000000027,1.82,-0.010000000000000009,2.52,0.029999999999999805,13.23,-0.2599999999999998,0.0,-0.0002206774807587057,-0.003834636214717345,0.0014182387854444535
2005-01-11,0.0014182387854444535,0.013698844358161927,-0.028225990086388368,-0.1535125094489338,48.125361681856816,0.1957290638599901,1.02,-0.040000000000000036,1.81,-0.010000000000000009,2.5,-0.020000000000000018,13.19,-0.040000000000000924,0.017197876097031727,0.00769488242260261,-0.003246951322356536,0.017421064355642637
2005-01-12,0.017421064355642637,0.03543956985832102,-0.01821745109171613,-0.12464311549935658,54.5838089550957,0.20473068529386945,1.03,0.010000000000000009,1.81,0.0,2.52,0.020000000000000018,12.56,-0.629999999999999,0.00010524654011694913,0.017369086240613757,-0.010656434096480101,0.006662989669849189
2005-01-13,0.006662989669849189,0.024934755905804615,-0.0013825524115687118,-0.09130955026251542,56.824660243472586,0.20334696092636093,0.99,-0.040000000000000036,1.8,-0.010000000000000009,2.5,-0.020000000000000018,12.84,0.27999999999999936,-0.009516831899613429,0.03489832836909929,0.004494389587839267,0.008815484086434558
2005-01-14,0.008815484086434558,0.04172521817523248,0.011308905519558935,-0.05176006467510419,59.68115745219401,0.20517773719550614,0.99,0.0,1.79,-0.010000000000000009,2.51,0.009999999999999787,12.43,-0.41000000000000014,-0.00928650533523685,0.006216348240240502,0.006643740086355509,0.0
2005-01-17,0.0,0.03431777689737082,-0.0008224811978393918,-0.020184142181545184,59.68115745219401,0.20057497657189993,0.99,0.0,1.79,0.0,2.51,0.0,12.43,0.0,0.0,0.0,0.0,0.009825406554414858
2005-01-18,0.009825406554414858,0.042724944666341094,0.0005433306300465222,0.01872683689097343,62.884987977793706,0.20139961882225627,0.95,-0.040000000000000036,1.77,-0.020000000000000018,2.5,-0.009999999999999787,12.47,0.040000000000000924,0.008223467072059535,0.001032311436776792,0.003605339802449187,-0.003536937437741157
2005-01-19,-0.003536937437741157,0.021766942872957426,0.010686497096385483,0.04396462805159729,60.99996520588916,0.19537157678478276,0.94,-0.010000000000000009,1.76,-0.010000000000000009,2.5,0.0,13.18,0.7099999999999991,-0.005225285149524789,-0.017695892181952347,0.00287494208559912,-0.010135684634098164
2005-01-20,-0.010135684634098164,0.004968268569010062,-0.005217641934452922,0.048907537615601626,55.86700319983069,0.1978609421628972,0.96,0.020000000000000018,1.8,0.040000000000000036,2.47,-0.029999999999999805,13.83,0.6500000000000004,-0.004393256463331894,-0.012682478170388293,0.0028667004820762637,0.002200220909602559
2005-01-21,0.002200220909602559,-0.0016469946078218986,-0.003017421024850403,0.05532105664591214,56.715104601543196,0.1980534643476845,1.0,0.040000000000000036,1.79,-0.010000000000000009,2.47,0.0,14.36,0.5299999999999994,0.02061928720273561,0.027278233530276252,-0.006941978805902606,0.008752791109594708
2005-01-24,0.008752791109594708,0.0071057965017726175,0.023420274208098637,0.07210833387312476,60.024319017887805,0.18903820486419554,0.94,-0.06000000000000005,1.77,-0.020000000000000018,2.46,-0.010000000000000231,14.65,0.2900000000000009,-0.008239193117933044,0.006190692491048703,-0.00024024024139582327,0.0040766464937636365
2005-01-25,0.0040766464937636365,0.0013570364411214298,0.020551483697268415,0.09024817404973717,61.50979200057789,0.18814812186031765,0.97,0.030000000000000027,1.78,0.010000000000000009,2.46,0.0,14.06,-0.5899999999999999,-0.0270926052468151,0.016728256261503833,0.00896974261210215,0.009716675638572349
2005-01-26,0.009716675638572349,0.014610649517435072,0.022820876260557028,0.11737382006788621,64.88256844780736,0.1893437751728377,0.94,-0.030000000000000027,1.76,-0.020000000000000018,2.49,0.03000000000000025,13.44,-0.620000000000001,0.008032171697264253,-0.012827214459766522,-0.00824919496473874,0.008824766455436442
2005-01-27,0.008824766455436442,0.03357110060696971,0.0360521494330763,0.15006867070811225,67.6784904803956,0.19002589815880455,0.94,0.0,1.75,-0.010000000000000009,2.5,0.009999999999999787,13.24,-0.1999999999999993,-0.0046594872186250325,0.0,0.0015594077411862197,-0.012053179267555897
2005-01-28,-0.012053179267555897,0.01931770042981118,0.021517921339413857,0.15654662296802258,60.59390403482964,0.19623951620710517,0.91,-0.029999999999999916,1.75,0.0,2.51,0.009999999999999787,13.24,0.0,-0.005336250070805082,-0.03439630377963502,0.0005991252950168447,0.01178690313763749
2005-01-31,0.01178690313763749,0.022351812457854104,0.07089690861968764,0.17687814427743476,64.50627694227731,0.1363208085742205,0.85,-0.06000000000000005,1.75,0.0,2.49,-0.019999999999999574,12.82,-0.41999999999999993,-0.001967428768844983,0.023061818705528394,0.001436437881655817,0.016900323027281075
2005-02-01,0.016900323027281075,0.03517548899137163,0.09295631445699613,0.21557745306084897,69.28335741610721,0.14007711028199027,0.86,0.010000000000000009,1.74,-0.010000000000000009,2.48,-0.010000000000000231,12.03,-0.7900000000000009,0.0029496935135797835,-0.024122826762622864,-0.0017958699828117958,0.013782561170951505
2005-02-02,0.013782561170951505,0.039241374523750816,0.11105853677246424,0.263966408340611,72.57517286303563,0.13944334429477867,0.83,-0.030000000000000027,1.73,-0.010000000000000009,2.45,-0.029999999999999805,11.66,-0.3699999999999992,0.007282245105158626,-0.009600073729019342,0.0008384740264843395,0.004895024588085956
2005-02-03,0.004895024588085956,0.03531163265640004,0.09878575773818456,0.30622809115705607,73.66475870436444,0.13251803775555715,0.84,0.010000000000000009,1.7,-0.030000000000000027,2.45,0.0,11.79,0.129999999999999,-0.01439815449034709,-0.005373468061143235,0.005373468061143366,0.003591589289232652
2005-02-04,0.003591589289232652,0.05095640121318873,0.1103523252104105,0.3412712022963511,74.46964318747249,0.12363006385507996,0.8,-0.039999999999999925,1.69,-0.010000000000000009,2.44,-0.010000000000000231,11.21,-0.5799999999999983,0.0007687661682227102,0.001077006027637966,0.004989318974403332,-0.0066803948338191406
2005-02-07,-0.0066803948338191406,0.03248910324173203,0.09626448909872967,0.35476828592632614,70.17982831873258,0.13068608921731417,0.76,-0.040000000000000036,1.65,-0.040000000000000036,2.45,0.010000000000000231,11.73,0.5199999999999996,-0.027829044332777532,-0.023966288698701935,0.0076728228638172965,0.007192427615103457
2005-02-08,0.007192427615103457,0.022781207829554385,0.10203867792838867,0.3721437504691707,72.04729348089668,0.1303033028431854,0.72,-0.040000000000000036,1.63,-0.020000000000000018,2.48,0.029999999999999805,11.6,-0.13000000000000078,0.0005642385750326915,0.0011019284861567347,0.00070530154563593,-0.0017932629373327417
2005-02-09,-0.0017932629373327417,0.0072053837212701635,0.08282435063541327,0.3788051092936904,70.85269100410308,0.12390266165859029,0.76,0.040000000000000036,1.64,0.010000000000000009,2.51,0.029999999999999805,12.0,0.40000000000000036,0.011329977052168367,0.0011007155761857147,-0.0009405126486843675,0.027066278518406577
2005-02-10,0.027066278518406577,0.029376637651590796,0.10322763948397078,0.4211459470132546,77.10247155603004,0.14819588471667816,0.78,0.020000000000000018,1.67,0.030000000000000027,2.5,-0.009999999999999787,11.51,-0.4900000000000002,0.038297896996455576,0.034598045407900714,-0.005661727792000108,0.00869678732742182
2005-02-11,0.00869678732742182,0.034481835689779854,0.10310894272495798,0.4630742962577763,78.71052405877354,0.1481576609775774,0.76,-0.020000000000000018,1.65,-0.020000000000000018,2.53,0.029999999999999805,11.43,-0.08000000000000007,0.0186126085682848,0.002123143048077973,0.0003547986554869275,0.0012362469122992458
2005-02-14,0.0012362469122992458,0.04239847743589844,0.1043451896372572,0.49258333003900745,78.93808416791363,0.14765123161573468,0.7,-0.06000000000000005,1.63,-0.020000000000000018,2.54,0.010000000000000231,11.52,0.08999999999999986,0.004520850889604609,0.0073957019611289926,-0.007239098841698676,0.002221400395153598
2005-02-15,0.002221400395153598,0.03742745021594846,0.09674118347799604,0.5135749555936613,79.36562699803255,0.14696917196511472,0.73,0.030000000000000027,1.64,0.010000000000000009,2.49,-0.04999999999999982,11.27,-0.25,-0.004942436056051129,-0.004219415542708322,-0.004416599241367397,0.027718769521828127
2005-02-16,0.027718769521828127,0.06693948267510931,0.12799689043756518,0.568318314012906,83.8403062164553,0.1642140356380485,0.75,0.020000000000000018,1.62,-0.019999999999999796,2.51,0.019999999999999574,11.1,-0.16999999999999993,0.00094831680885926,0.021955926401416186,0.0009565945964425786,-0.013520244579944706
2005-02-17,-0.013520244579944706,0.026352959576758074,0.12461233049171867,0.5830443080563263,75.21199863126859,0.16910098714269256,0.81,0.06000000000000005,1.64,0.019999999999999796,2.54,0.03000000000000025,11.77,0.6699999999999999,0.015570616054675442,-0.01773651085870783,-0.0023932044448620295,0.02187850219414586
2005-02-18,0.02187850219414586,0.03953467444348222,0.14429061177626198,0.6231796400498162,78.99497784790606,0.17711709760977357,0.82,0.009999999999999898,1.62,-0.019999999999999796,2.6,0.06000000000000005,11.18,-0.5899999999999999,-0.0015565820607776248,0.01980262729617973,0.0002395783432637368,0.0
2005-02-21,0.0,0.03829842753118286,0.13553782066666742,0.6475229384487093,78.99497784790606,0.1788256610530025,0.82,0.0,1.62,0.0,2.6,0.0,11.18,0.0,0.0,0.0,0.0007183908354936538,-0.007159935122092595
2005-02-22,-0.007159935122092595,0.02891709201393683,0.12430123905081128,0.6475978196620993,74.63974082172135,0.18540321302455734,0.83,0.010000000000000009,1.64,0.019999999999999796,2.62,0.020000000000000018,13.14,1.9600000000000009,0.03218997595026309,0.05129329438755048,-0.013738466266110503,0.01261470970517242
2005-02-23,0.01261470970517242,0.01381303219728121,0.1271992731174113,0.6608021622690323,77.04734225470344,0.1864117952618634,0.81,-0.019999999999999907,1.64,0.0,2.63,0.009999999999999787,12.39,-0.75,0.0025109238321570173,0.014212251291097803,0.0032709460382754968,0.019440827757006254
2005-02-24,0.019440827757006254,0.04677410453423217,0.13781533441898108,0.6957609678753869,80.21509817475314,0.19199866597679635,0.77,-0.040000000000000036,1.62,-0.019999999999999796,2.64,0.010000000000000231,11.57,-0.8200000000000003,-0.011704300700229337,0.006166911045554276,0.002416043697605211,0.02429083684939182
2005-02-25,0.02429083684939182,0.04918643918947798,0.1741593505359288,0.7562728598134107,83.37145098396238,0.18773206001926454,0.73,-0.040000000000000036,1.62,0.0,2.63,-0.010000000000000231,11.49,-0.08000000000000007,0.0035459233749973837,0.0028776998276151956,-0.0026579694275866363,-0.007271106790242952
2005-02-28,-0.007271106790242952,0.04191533239923511,0.15510134060804837,0.782671087858148,79.26054546744254,0.19560987329706536,0.77,0.040000000000000036,1.59,-0.030000000000000027,2.66,0.03000000000000025,12.08,0.5899999999999999,0.0009097801992191743,-0.008658062743114654,-0.0018163109673343515,-0.019574603124629636
2005-03-01,-0.019574603124629636,0.029500664396698056,0.11862641445613761,0.7615155447267234,69.46280200417927,0.21489082593005646,0.79,0.020000000000000018,1.58,-0.010000000000000009,2.69,0.029999999999999805,12.04,-0.040000000000000924,-0.02165338405559492,-0.0015470898463851833,0.00314617878105248,0.014544871441955699
2005-03-02,0.014544871441955699,0.03143082613348133,0.11938872472714188,0.7606609312223114,72.20524819255066,0.21527691770669397,0.81,0.020000000000000018,1.6,0.020000000000000018,2.69,0.0,12.5,0.46000000000000085,0.013027829537283875,0.025414571253028484,0.003738322110607158,0.016367721620070313
2005-03-03,0.016367721620070313,0.02835771999654519,0.13086142175912613,0.7792068410838446,74.97166445449663,0.21834748528144635,0.8,-0.010000000000000009,1.59,-0.010000000000000009,2.7,0.010000000000000231,12.93,0.4299999999999997,-0.010552836008235074,0.011257154524634468,0.0024044252988019944,0.012770421114653893
2005-03-04,0.012770421114653893,0.0168373042618073,0.14004025358454747,0.8069320793960522,76.92934446335767,0.21913137112404013,0.75,-0.050000000000000044,1.57,-0.020000000000000018,2.67,-0.03000000000000025,11.94,-0.9900000000000002,0.02752979993536471,0.0018639334380627327,-0.0089253999822776,-0.006925080730068907
2005-03-07,-0.006925080730068907,0.017183330321981376,0.1397955676882977,0.8074527227529593,73.55942453550492,0.21933563192500355,0.7,-0.050000000000000044,1.55,-0.020000000000000018,2.68,0.010000000000000231,12.26,0.3200000000000003,-0.008553511268843482,0.003717476400132352,0.003024256826278728,-0.001121453521144926
2005-03-08,-0.001121453521144926,0.03563647992546608,0.13148168655204936,0.7967225063203038,73.00394651116963,0.2212110929825282,0.76,0.06000000000000005,1.54,-0.010000000000000009,2.71,0.029999999999999805,12.4,0.14000000000000057,0.03300170276934663,0.011987234364128399,-0.009831966074523,-0.027991359867210554
2005-03-09,-0.027991359867210554,-0.00689975138370022,0.10528358962217153,0.7316010512084468,60.83385864178659,0.25178767066161106,0.86,0.09999999999999998,1.53,-0.010000000000000009,2.75,0.040000000000000036,12.7,0.29999999999999893,0.005460764423177756,0.0036596564175303517,-0.004278473612926988,-0.020518322994461564
2005-03-10,-0.020518322994461564,-0.04378579599823206,0.05769898810930325,0.6381622148534767,53.909565419380534,0.2537864593815513,0.8,-0.05999999999999994,1.51,-0.020000000000000018,2.72,-0.029999999999999805,12.49,-0.20999999999999908,-0.009085199012420091,-0.022721952876637166,-0.0007352941507756104,0.008211189830394844
2005-03-11,0.008211189830394844,-0.04834502728249128,0.05721339061227616,0.5712373577109382,56.052149060679284,0.25364478147424957,0.83,0.029999999999999916,1.48,-0.030000000000000027,2.74,0.020000000000000018,12.8,0.3100000000000005,-9.814024248525152e-05,0.01630873804192391,-0.0018406042376561476,0.007216886171292283
2005-03-14,0.007216886171292283,-0.034203060381130156,0.06319402987126906,0.5242991276680833,57.91810178433901,0.25402489468014516,0.77,-0.05999999999999994,1.5,0.020000000000000018,2.7,-0.040000000000000036,12.39,-0.41000000000000014,-0.010457869581070004,0.009149194653588082,0.006732383590106426,-0.014015646388344528
2005-03-15,-0.014015646388344528,-0.04709725324832984,0.04695698308777108,0.4583125927038161,53.20915686495228,0.26125594183785633,0.79,0.020000000000000018,1.51,0.010000000000000009,2.72,0.020000000000000018,13.15,0.7599999999999998,-0.002084885341951486,0.002728514653203914,0.0018282654857935115,0.0032879315669894016
2005-03-16,0.0032879315669894016,-0.015817961814129786,0.02252614513293244,0.4068126898947355,54.145960062213675,0.24358426674564884,0.8,0.010000000000000009,1.53,0.020000000000000018,2.73,0.009999999999999787,13.49,0.33999999999999986,0.008313587075371429,0.025998774983706344,-0.006107262173073156,0.017201725872571304
2005-03-17,0.017201725872571304,0.021902087052903037,0.05324811558544815,0.3904862556153148,58.837133323155925,0.2434945610287559,0.77,-0.030000000000000027,1.57,0.040000000000000036,2.74,0.010000000000000231,13.29,-0.20000000000000107,0.0013789030058376128,-0.0017714796483821156,0.002691791665711353,0.008948092284457346
2005-03-18,0.008948092284457346,0.022638989506965714,0.04031770567575968,0.3883487261301255,61.09612337449319,0.23410514245981365,0.79,0.020000000000000018,1.59,0.020000000000000018,2.74,0.0,13.14,-0.14999999999999858,-0.010388418925720445,0.007067167223092353,0.003537236108729773,-0.008717650988357499
2005-03-21,-0.008717650988357499,0.006704452347315922,0.0316000546874021,0.3675318523040616,57.769446745242355,0.2371264498266058,0.81,0.020000000000000018,1.6,0.010000000000000009,2.73,-0.010000000000000231,13.61,0.46999999999999886,-0.0278327938944772,-0.001762114993399221,0.009090420759072007,-0.012053924343812755
2005-03-22,-0.012053924343812755,0.008666174391847697,0.026706065465682022,0.32689550896678554,53.478248871673564,0.24013611108165173,0.77,-0.040000000000000036,1.56,-0.040000000000000036,2.76,0.029999999999999805,14.27,0.6600000000000001,-0.02076842740972053,-0.013315775975772175,0.005774799493883958,-0.01930834648799283
2005-03-23,-0.01930834648799283,-0.013930103663134462,-0.005216990727483236,0.2595758586715782,47.4878219356586,0.24688937912683578,0.77,0.0,1.57,0.010000000000000009,2.69,-0.06999999999999984,14.06,-0.20999999999999908,-0.019610538834676967,-0.12390090743906639,0.007648220838256819,-0.0007135212575284669
2005-03-24,-0.0007135212575284669,-0.031845350793234105,-0.02537133974201806,0.20271258099104017,47.27916038107376,0.23566827225794199,0.72,-0.050000000000000044,1.58,0.010000000000000009,2.7,0.010000000000000231,13.42,-0.6400000000000006,0.0,0.005447405783715104,0.0015464227194084612,0.0
2005-03-25,0.0,-0.04079344307769152,-0.04966217659140972,0.1558514650761893,47.279160381073766,0.21565015274833244,0.72,0.0,1.58,0.0,2.7,0.0,13.42,0.0,0.0,0.0,0.0,0.001188919412429276
2005-03-28,0.001188919412429276,-0.030886872676904802,-0.041202150388737674,0.11929721796254711,47.7231651037697,0.2152494031961323,0.74,0.020000000000000018,1.58,0.0,2.7,0.0,13.75,0.33000000000000007,-0.01426221161983054,0.08408960774571854,0.00580742372919924,-0.016291687598185778
2005-03-29,-0.016291687598185778,-0.03512463593127779,-0.037919234862293726,0.062963468594738,42.48300998895963,0.21199734959310504,0.73,-0.010000000000000009,1.6,0.020000000000000018,2.69,-0.010000000000000231,14.49,0.7400000000000002,-0.007262510919455494,0.0036927663824840337,-0.0035515604988693547,0.01486481458558555
2005-03-30,0.01486481458558555,-0.0009514748576994952,-0.037599291718663885,0.04212101232542764,48.08072731505806,0.21232922063315363,0.7,-0.030000000000000027,1.61,0.010000000000000009,2.67,-0.020000000000000018,13.64,-0.8499999999999996,0.014150924768102133,-0.005544275891230452,-0.00035585078366129986,0.02002658519303141
2005-03-31,0.02002658519303141,0.01978863159286048,-0.033940428145702764,0.058230027928388495,54.603721410272364,0.21684886036333845,0.7,0.0,1.64,0.029999999999999805,2.71,0.040000000000000036,14.02,0.379999999999999,0.0053487504497921595,0.02471069266703157,-0.0027324044324201577,0.024425177377802608
2005-04-01,0.024425177377802608,0.04421380897066289,-0.022285671882554155,0.11123887573209146,61.15756995083308,0.23066783537565475,0.71,0.010000000000000009,1.65,0.010000000000000009,2.69,-0.020000000000000018,14.09,0.07000000000000028,0.0029828508320651342,0.03464857566338216,0.004391959104437905,-0.008687754689176392
2005-04-04,-0.008687754689176392,0.03433713486905734,-0.024048345841661645,0.13678580007138308,57.92882822280907,0.23134064838238366,0.73,0.020000000000000018,1.65,0.0,2.68,-0.009999999999999787,14.11,0.019999999999999574,-0.016625041030380285,-0.007010193447115188,0.0041368772430824645,-0.012709587604949356
2005-04-05,-0.012709587604949356,0.03791923486229368,-0.03563647992546608,0.13394212198881306,53.52431442027377,0.23491614935775496,0.73,0.0,1.66,0.010000000000000009,2.67,-0.010000000000000231,13.68,-0.4299999999999997,0.0034549807635182845,-0.018280746900584635,-0.0014164308317134733,0.015690215743087196
2005-04-06,0.015690215743087196,0.038744636019795484,0.008045095684831659,0.15652263264220068,57.79679030321613,0.2210387325043304,0.74,0.010000000000000009,1.67,0.010000000000000009,2.64,-0.029999999999999805,13.15,-0.5299999999999994,0.007516410347059614,0.0008951750664921558,0.0002362111738869302,-0.0038995347040609593
2005-04-07,-0.0038995347040609593,0.014818516122702928,0.02466388397523229,0.16584646483340393,56.40085843779478,0.2076427547366666,0.77,0.030000000000000027,1.65,-0.020000000000000018,2.64,0.0,12.33,-0.8200000000000003,-0.0027852187260623204,-0.031263905784741634,0.002241227714921123,-0.018323602080649284
2005-04-08,-0.018323602080649284,-0.027930263335748835,-0.0018709079358117313,0.14066655142385187,50.31876201187568,0.2169689130222373,0.73,-0.040000000000000036,1.64,-0.010000000000000009,2.66,0.020000000000000018,12.62,0.28999999999999915,-0.0035462935451654135,-0.01300891789324657,-0.004724232242180285,0.007462721201589374
2005-04-11,0.007462721201589374,-0.011779787444982889,-0.001625072905514434,0.13172854118646526,52.550812125323155,0.21708049828439713,0.7,-0.030000000000000027,1.67,0.030000000000000027,2.63,-0.03000000000000025,11.98,-0.6399999999999988,-0.00658856409387655,0.0046654932065950715,-0.0036766927500055556,-0.015925395120323177
2005-04-12,-0.015925395120323177,-0.014995594960356646,-0.0035348216374929946,0.09688977714080593,47.651534603056454,0.21880537813709333,0.67,-0.029999999999999916,1.66,-0.010000000000000009,2.65,0.020000000000000018,11.3,-0.6799999999999997,-0.003582482255222842,-0.041240998693148956,0.0030845913649531027,-0.02485787648176794
2005-04-13,-0.02485787648176794,-0.05554368718521183,-0.03168062968625037,0.028213432921091908,41.308448552010006,0.23509700769209013,0.72,0.04999999999999993,1.69,0.030000000000000027,2.64,-0.009999999999999787,13.31,2.01,-0.019991878482011727,-0.026143995177604813,0.0,-0.000484144284450798
2005-04-14,-0.000484144284450798,-0.05212829676560161,-0.04936649984327235,-0.02668889526154672,41.19488255437399,0.2244962995462459,0.77,0.050000000000000044,1.75,0.06000000000000005,2.65,0.009999999999999787,14.53,1.2199999999999989,-0.03327812575807171,0.017765962733573983,0.006846916135963656,-0.03875593014047952
2005-04-15,-0.03875593014047952,-0.07256062482543184,-0.09707052226820923,-0.1302019592763024,33.42615053259256,0.25421566991425654,0.73,-0.040000000000000036,1.78,0.030000000000000027,2.6,-0.04999999999999982,17.74,3.209999999999999,-0.00910301843945386,-0.009830987554201583,-0.005189914928334193,0.0179600736779931
2005-04-18,0.0179600736779931,-0.062063272349028226,-0.07039279760185856,-0.18193417570636683,39.09837346137709,0.26619268581035677,0.72,-0.010000000000000009,1.75,-0.030000000000000027,2.61,0.009999999999999787,16.56,-1.1799999999999997,0.019032906571422252,-0.0017798877436961465,-0.006644542718668613,0.023214237326768028
2005-04-19,0.023214237326768028,-0.02292363990193708,-0.03512463593127779,-0.1836004287418156,45.67529674848936,0.2802621166065627,0.71,-0.010000000000000009,1.76,0.010000000000000009,2.59,-0.020000000000000018,14.96,-1.5999999999999979,0.030864576759521978,0.03520052290182608,-0.0028612322810321234,-0.02074510026984675
2005-04-20,-0.02074510026984675,-0.018810863690015875,-0.036561389713131796,-0.21573217196056405,41.37039219956882,0.28149921156542435,0.7,-0.010000000000000009,1.78,0.020000000000000018,2.62,0.03000000000000025,16.92,1.9600000000000009,-0.009181988288710696,0.0022905144581898094,-0.0028694424279529316,0.03394265235179327
