Date,SPY_Price Open,SPY_Price High,SPY_Price Low,SPY_Price Close,SPY_Volume,TLT.O_Price Open,TLT.O_Price High,TLT.O_Price Low,TLT.O_Price Close,TLT.O_Volume,GLD_Price Open,GLD_Price High,GLD_Price Low,GLD_Price Close,GLD_Volume,XLE_Price Open,XLE_Price High,XLE_Price Low,XLE_Price Close,XLE_Volume,.DXY_Price Open,.DXY_Price High,.DXY_Price Low,.DXY_Price Close,Term_Spread,Credit_Spread,Breakeven_Inflation,VIX,Gold_Spot,WTI_Crude
2004-12-28,120.64,121.33,120.6,121.18,23429900.0,87.86,87.91,87.4,87.83,1253500.0,44.42,44.47,44.29,44.37,773200.0,17.428732,17.5889404,17.428732,17.5355376,4389600.0,80.67,80.89,80.54,80.72,1.23,1.9,2.62,12.0,99.35,41.78
2004-12-29,121.08,121.4,120.95,121.36,23772600.0,87.87,88.0,87.57,87.74,567500.0,43.92,44.02,43.35,43.66,5633500.0,17.404458,17.6763268,17.404458,17.6666172,4213600.0,80.83,81.18,80.58,80.97,1.21,1.89,2.6,11.62,98.93,43.69
2004-12-30,121.4,121.57,121.04,121.13,21080700.0,87.8,88.45,87.74,88.33,626400.0,43.5,43.88,43.49,43.83,1289700.0,17.6423432,17.6520528,17.5695212,17.5889404,2311000.0,80.87,81.0,80.42,80.53,1.17,1.89,2.57,12.56,98.86,43.36
2004-12-31,121.3,121.66,120.8,120.87,28655600.0,88.37,88.65,88.3,88.55,1056400.0,43.85,43.94,43.73,43.8,531600.0,17.5646664,17.695746,17.5355376,17.6326336,1264400.0,80.64,81.11,80.39,80.85,1.16,1.86,2.56,13.29,99.35,43.36
2005-01-03,121.56,121.76,119.9,120.3,56001600.0,88.18,88.84,88.16,88.74,1168600.0,42.98,43.17,42.74,43.02,4750500.0,17.525828,17.574376,16.9820904,16.9820904,7963200.0,81.05,81.76,80.77,81.3,1.13,1.86,2.53,14.08,95.65,42.16
2005-01-04,120.46,120.54,118.44,118.83,69270700.0,88.72,88.75,87.81,87.81,1935400.0,42.8,42.91,42.46,42.74,3456800.0,17.088896,17.161718,16.8849944,16.894704,12669000.0,81.36,82.71,81.18,82.57,1.09,1.85,2.51,13.98,93.51,43.96
2005-01-05,118.74,119.25,118.0,118.01,65878000.0,87.99,88.55,87.94,88.28,1094100.0,42.75,42.88,42.6,42.67,2108700.0,16.894704,17.016074,16.7781888,16.821882,7948000.0,82.49,82.92,82.3,82.54,1.07,1.83,2.5,14.09,93.34,43.41
2005-01-06,118.44,119.15,118.26,118.61,48291000.0,88.29,88.54,88.22,88.34,1057400.0,42.48,42.56,42.07,42.15,2556400.0,16.773334,17.2393948,16.7684792,17.11317,10057600.0,82.45,83.23,82.43,83.15,1.11,1.84,2.53,13.58,93.01,45.51
2005-01-07,118.97,119.23,118.13,118.44,55857400.0,88.76,88.87,88.35,88.54,738700.0,42.09,42.39,41.7,41.84,4492700.0,17.185992,17.185992,16.8267368,16.9772356,9445800.0,83.07,83.79,82.61,83.61,1.09,1.83,2.49,13.49,93.39,45.32
2005-01-10,118.34,119.46,118.34,119.0,56799100.0,88.64,88.72,88.47,88.68,379400.0,41.99,42.07,41.89,41.95,1026100.0,17.161718,17.283088,17.040348,17.1034604,9003600.0,83.49,83.61,83.13,83.29,1.06,1.82,2.52,13.23,93.39,45.31
2005-01-11,118.64,118.74,117.99,118.18,63360500.0,88.9,89.28,88.74,89.2,845100.0,42.21,42.28,42.12,42.21,1507300.0,17.0986056,17.1811372,16.9918,17.1277344,3295800.0,83.2,83.25,82.78,83.02,1.02,1.81,2.5,13.19,95.01,45.66
2005-01-12,118.4,118.84,117.52,118.57,74306400.0,88.87,89.44,88.8,89.32,722000.0,42.52,42.79,42.48,42.6,1738000.0,17.185992,17.428732,17.0937508,17.428732,7048000.0,83.07,83.26,82.0,82.14,1.03,1.81,2.52,12.56,95.02,46.46
2005-01-13,118.64,118.73,117.5,117.62,55785800.0,89.75,90.18,89.73,90.18,1876700.0,42.39,42.6,42.34,42.6,718300.0,17.550102,17.6860364,17.453006,17.5452472,7199600.0,82.21,82.52,82.14,82.51,0.99,1.8,2.5,12.84,94.12,48.11
2005-01-14,117.97,118.53,117.76,118.24,42034200.0,89.9,90.4,89.81,90.17,1043800.0,42.19,42.32,42.13,42.32,1262300.0,17.59865,17.7054556,17.501554,17.7006008,3292000.0,82.47,83.31,82.43,83.06,0.99,1.79,2.51,12.43,93.25,48.41
2005-01-17,117.97,118.53,117.76,118.24,42034200.0,89.9,90.4,89.81,90.17,1043800.0,42.19,42.32,42.13,42.32,1262300.0,17.59865,17.7054556,17.501554,17.7006008,3292000.0,82.93,83.14,82.83,83.06,0.99,1.79,2.51,12.43,93.25,48.41
2005-01-18,118.05,119.62,117.95,119.47,57454000.0,89.8,90.49,89.73,90.47,1251600.0,42.22,42.38,42.15,42.32,666800.0,17.817116,17.9190668,17.7637132,17.8753736,8816000.0,83.55,83.66,83.14,83.36,0.95,1.77,2.5,12.47,94.02,48.46
2005-01-19,119.43,119.52,118.21,118.22,54918200.0,90.8,90.84,90.27,90.73,655800.0,42.65,42.65,42.2,42.26,1578900.0,17.792842,17.9433408,17.792842,17.8122612,5354000.0,83.47,83.77,82.88,83.6,0.94,1.76,2.5,13.18,93.53,47.61
2005-01-20,117.89,118.2,117.29,117.5,72095800.0,90.42,91.02,90.35,90.91,1064200.0,42.12,42.32,42.11,42.25,1276200.0,17.768568,17.768568,17.501554,17.6326336,7888400.0,83.58,83.99,83.4,83.84,0.96,1.8,2.47,13.83,93.12,47.01
2005-01-21,117.79,118.0,116.65,116.78,63275000.0,90.6,91.05,90.52,91.01,606300.0,42.32,42.82,42.29,42.74,889800.0,17.744294,17.8850832,17.6666172,17.671472,8703600.0,83.83,84.0,83.18,83.26,1.0,1.79,2.47,14.36,95.06,48.31
2005-01-24,117.09,117.34,116.37,116.55,58562500.0,91.09,91.5,91.0,91.4,561400.0,42.74,42.82,42.67,42.77,2294900.0,17.865664,17.9724696,17.8074064,17.8268256,7715000.0,83.15,83.49,83.01,83.24,0.94,1.77,2.46,14.65,94.28,48.61
2005-01-25,116.91,117.47,116.72,116.88,68338500.0,91.36,91.4,90.51,90.54,1942200.0,42.53,42.56,42.1,42.24,1332500.0,17.938486,17.987034,17.768568,17.8996476,4257000.0,83.33,84.08,83.21,83.99,0.97,1.78,2.46,14.06,91.76,49.43
2005-01-26,117.32,117.6,117.04,117.23,57447000.0,90.85,90.92,90.63,90.71,709800.0,42.59,42.78,42.56,42.69,541800.0,17.9287764,18.1035492,17.8705188,18.0744204,7096400.0,83.95,83.95,83.08,83.3,0.94,1.76,2.49,13.44,92.5,48.8
2005-01-27,117.19,117.75,116.98,117.43,56664800.0,90.52,90.7,90.34,90.54,463900.0,42.48,42.65,42.4,42.62,571200.0,18.035582,18.3074508,18.011308,18.2346288,5924600.0,83.27,83.61,83.04,83.43,0.94,1.75,2.5,13.24,92.07,48.8
2005-01-28,117.49,117.55,116.61,117.43,60817900.0,91.22,91.6,91.17,91.45,1128000.0,42.71,42.73,42.43,42.69,1149100.0,18.132678,18.132678,17.9530504,18.0161628,10000600.0,83.38,83.83,83.25,83.48,0.91,1.75,2.51,13.24,91.58,47.15
2005-01-31,117.97,118.25,117.71,118.16,54141700.0,91.33,91.75,91.29,91.71,1313900.0,42.21,42.3,41.96,42.22,1692400.0,17.96276,18.302596,17.889938,18.229774,11261400.0,83.6,83.84,83.39,83.6,0.85,1.75,2.49,12.82,91.4,48.25
2005-02-01,118.25,119.08,118.1,118.91,52016300.0,91.44,91.5,91.05,91.22,948200.0,42.09,42.14,41.95,42.1,1088900.0,18.3317248,18.545336,18.3074508,18.5404812,8331200.0,83.49,83.79,83.42,83.45,0.86,1.74,2.48,12.03,91.67,47.1
2005-02-02,119.06,119.59,118.9,119.27,52606500.0,91.2,91.46,91.09,91.43,760300.0,42.22,42.23,42.02,42.16,956500.0,18.618158,18.8074952,18.5550456,18.7977856,6205600.0,83.48,83.72,83.24,83.52,0.83,1.73,2.45,11.66,92.34,46.65
2005-02-03,119.06,119.16,118.57,119.11,49150700.0,91.06,91.44,91.06,91.35,506000.0,41.56,41.74,41.5,41.68,2446400.0,18.69098,18.9045912,18.6278676,18.8900268,6871400.0,83.55,84.11,83.52,83.97,0.84,1.7,2.45,11.79,91.02,46.4
2005-02-04,119.0,120.43,118.98,120.23,50024600.0,92.47,92.94,92.46,92.65,3483900.0,41.59,41.65,41.39,41.47,1819400.0,18.93372,18.9871228,18.8317692,18.957994,8835600.0,83.95,84.43,83.47,84.39,0.8,1.69,2.44,11.21,91.09,46.45
2005-02-07,120.25,120.52,119.96,120.07,46216000.0,92.74,93.42,92.7,93.34,1064600.0,41.55,41.55,41.21,41.27,1754000.0,19.006542,19.030816,18.6958348,18.8317692,7348200.0,84.53,85.29,84.47,85.04,0.76,1.65,2.45,11.73,88.59,45.35
2005-02-08,120.17,120.65,120.07,120.21,39459400.0,93.37,94.12,93.33,93.87,1383800.0,41.19,41.4,41.05,41.26,1296800.0,18.7492376,19.0016872,18.7201088,18.9677036,4416200.0,85.11,85.39,84.96,85.1,0.72,1.63,2.48,11.6,88.64,45.4
2005-02-09,120.42,120.49,119.25,119.31,55387500.0,93.44,94.24,93.38,94.12,2125800.0,41.03,41.36,41.02,41.31,3477900.0,18.982268,19.1182024,18.7832212,18.93372,11826400.0,85.15,85.3,84.87,85.02,0.76,1.64,2.51,12.0,89.65,45.45
2005-02-10,119.66,120.02,119.26,119.74,46023700.0,93.49,93.68,92.75,92.85,1239900.0,41.53,41.84,41.45,41.75,7774500.0,19.1376216,19.4774576,19.05509,19.4531836,11408400.0,84.91,85.44,84.36,84.54,0.78,1.67,2.5,11.51,93.15,47.05
2005-02-11,119.7,121.04,119.46,120.77,53275100.0,92.46,92.98,92.4,92.79,1275100.0,41.89,42.16,41.83,42.08,1896500.0,19.4337644,19.7250524,19.394926,19.6231016,8490400.0,84.58,84.75,84.42,84.57,0.76,1.65,2.53,11.43,94.9,47.15
2005-02-14,120.69,120.86,120.48,120.68,32553900.0,92.9,93.21,92.73,93.08,295000.0,42.37,42.63,42.32,42.55,2351800.0,19.6473756,19.7250524,19.6036824,19.6473756,5754200.0,84.46,84.53,83.78,83.96,0.7,1.63,2.54,11.52,95.33,47.5
2005-02-15,120.8,121.43,120.68,121.13,44440500.0,92.6,92.86,92.57,92.61,900100.0,42.4,42.6,42.34,42.58,1559900.0,19.734762,19.7493264,19.5454248,19.6910688,5439200.0,83.93,84.04,83.46,83.59,0.73,1.64,2.49,11.27,94.86,47.3
2005-02-16,120.93,121.46,120.67,121.21,51795800.0,92.51,92.57,91.8,92.26,1189700.0,42.32,42.6,42.2,42.52,1820300.0,19.7493264,20.26879,19.7056332,20.244516,10859600.0,83.61,84.14,83.47,83.67,0.75,1.62,2.51,11.1,94.95,48.35
2005-02-17,121.23,121.33,120.22,120.23,58154100.0,91.76,92.14,91.6,91.68,1146500.0,42.52,42.81,42.51,42.73,3054200.0,20.293064,20.3853052,19.9386636,19.9726472,10380200.0,83.78,83.84,83.36,83.47,0.81,1.64,2.54,11.77,96.44,47.5
2005-02-18,120.17,120.48,119.9,120.39,49544300.0,90.55,90.95,90.46,90.86,2656300.0,42.71,42.82,42.64,42.75,863200.0,20.0163404,20.5163848,20.001776,20.414434,13099800.0,83.45,83.78,83.41,83.49,0.82,1.62,2.6,11.18,96.29,48.45
2005-02-21,120.17,120.48,119.9,120.39,49544300.0,90.55,90.95,90.46,90.86,2656300.0,42.71,42.82,42.64,42.75,863200.0,20.0163404,20.5163848,20.001776,20.414434,13099800.0,83.54,83.7,83.43,83.55,0.82,1.62,2.6,11.18,96.29,48.45
2005-02-22,119.9,120.47,118.58,118.6,80857400.0,90.63,90.75,90.4,90.46,914600.0,43.39,43.63,43.2,43.57,3378500.0,20.6329,20.7639796,20.2542256,20.26879,13094600.0,82.78,83.57,82.4,82.41,0.83,1.64,2.62,13.14,99.44,51.0
2005-02-23,118.93,119.57,118.6247,119.45,68310700.0,91.14,91.17,90.43,90.76,1115000.0,43.29,43.55,43.15,43.42,1534900.0,20.244516,20.560078,20.244516,20.5260944,6509400.0,82.44,82.97,82.4,82.68,0.81,1.64,2.63,12.39,99.69,51.73
2005-02-24,119.24,120.32,118.98,120.24,69311400.0,91.16,91.33,90.56,90.56,798500.0,43.48,43.48,43.2,43.33,1219300.0,20.608626,20.948462,20.51153,20.9290428,10095200.0,82.92,83.08,82.55,82.88,0.77,1.62,2.64,11.57,98.53,52.05
2005-02-25,120.27,121.67,120.18,121.43,61174700.0,90.89,91.14,90.62,91.0,588800.0,43.41,43.55,43.22,43.5,1100100.0,21.0115744,21.5504572,20.9630264,21.4436516,13659400.0,83.0,83.17,82.63,82.66,0.73,1.62,2.63,11.49,98.88,52.2
2005-02-28,121.15,121.3,120.04,120.63,69427700.0,91.1,91.1,89.89,90.02,2797400.0,43.68,43.74,43.52,43.52,759100.0,21.60386,21.72523,20.5892068,21.288298,18949000.0,82.57,82.7,82.3,82.51,0.77,1.59,2.66,12.08,98.97,51.75
2005-03-01,120.78,121.52,120.78,121.23,47572000.0,89.54,89.86,89.45,89.71,1648500.0,43.3,43.37,43.1,43.22,3245500.0,21.23975,21.36112,20.8465112,20.87564,14922800.0,82.65,82.88,82.55,82.77,0.79,1.58,2.69,12.04,96.85,51.67
2005-03-02,120.76,121.93,120.65,121.17,64233600.0,89.45,89.72,89.42,89.59,1139300.0,43.16,43.35,43.08,43.25,1188000.0,20.7882536,21.2203308,20.7397056,21.1814924,12231600.0,82.86,83.33,82.76,83.08,0.81,1.6,2.69,12.5,98.12,53.0
2005-03-03,121.66,121.9,120.7,121.22,62102500.0,89.62,89.8,89.45,89.54,1600600.0,43.06,43.13,42.9,42.97,1924600.0,21.264024,21.5747312,21.23975,21.531038,19728800.0,83.07,83.37,82.98,83.28,0.8,1.59,2.7,12.93,97.09,53.6
2005-03-04,122.05,122.83,121.79,122.73,56175800.0,89.99,90.67,89.87,90.51,1567000.0,43.33,43.52,43.31,43.38,915000.0,21.555312,21.8902932,21.4193776,21.8077616,11982000.0,83.33,83.41,82.41,82.54,0.75,1.57,2.67,11.94,99.8,53.7
2005-03-07,122.66,123.25,122.4,122.79,43809100.0,90.85,90.99,90.75,90.87,889800.0,43.32,43.51,43.26,43.47,1290100.0,21.72523,21.8271808,21.409668,21.6572628,14403800.0,82.54,82.94,82.49,82.79,0.7,1.55,2.68,12.26,98.95,53.9
2005-03-08,122.67,123.0,122.11,122.33,44668900.0,90.13,90.27,89.94,90.01,680400.0,43.71,44.08,43.59,44.03,2674900.0,21.579586,21.8126164,21.555312,21.6329888,11586800.0,82.7,82.75,81.85,81.98,0.76,1.54,2.71,12.4,102.27,54.55
2005-03-09,121.97,122.29,120.96,120.97,73605600.0,89.18,89.4,88.44,88.54,2549600.0,43.95,44.2,43.92,44.02,3025000.0,21.7931972,21.9145672,20.99701,21.0358484,31154000.0,81.95,82.02,81.5,81.63,0.86,1.53,2.75,12.7,102.83,54.75
2005-03-10,121.2,121.5,120.4,121.24,65304400.0,88.74,89.33,88.39,89.08,1357700.0,44.16,44.25,44.0,44.2,2065000.0,21.021284,21.142654,20.414434,20.608626,39682800.0,81.78,81.81,81.36,81.57,0.8,1.51,2.72,12.49,101.9,53.52
2005-03-11,121.31,121.72,120.16,120.39,58133100.0,88.65,88.87,88.4,88.43,1017900.0,44.31,44.67,44.28,44.43,2659600.0,20.5406588,20.972736,20.4824012,20.778544,21891000.0,81.49,81.75,81.28,81.42,0.83,1.48,2.74,12.8,101.89,54.4
2005-03-14,120.61,121.16,120.28,121.14,36339100.0,88.37,89.0,88.3,88.96,805000.0,44.26,44.26,43.95,44.03,867100.0,20.827092,20.9921552,20.4532724,20.9290428,20316400.0,81.32,82.16,81.31,81.97,0.77,1.5,2.7,12.39,100.83,54.9
2005-03-15,121.42,121.46,120.08,120.14,62488400.0,89.29,89.3,88.4,88.4,963900.0,44.23,44.23,43.93,44.06,1254900.0,20.972736,21.2009116,20.6329,20.6377548,24647200.0,82.0,82.23,81.61,82.12,0.79,1.51,2.72,13.15,100.62,55.05
2005-03-16,119.7,120.155,118.9,119.12,76727200.0,88.54,89.36,88.54,88.94,2097800.0,44.29,44.35,44.2,44.31,2223300.0,20.6329,20.99701,20.438708,20.705722,24406600.0,82.17,82.24,81.47,81.62,0.8,1.53,2.73,13.49,101.46,56.5
2005-03-17,119.31,119.74,118.98,119.36,62740500.0,89.35,89.58,89.12,89.23,1025300.0,43.97,43.97,43.674,43.82,1525200.0,20.827092,21.094106,20.827092,21.0649772,23590200.0,81.63,82.04,81.59,81.84,0.77,1.57,2.74,13.29,101.6,56.4
2005-03-18,119.11,119.53,118.15,118.54,61885000.0,88.9,88.98,88.67,88.67,723300.0,43.61,43.95,43.6,43.892,1207500.0,21.288298,21.288298,20.99361164,21.2543144,16132000.0,81.79,82.4,81.77,82.13,0.79,1.59,2.74,13.14,100.55,56.8
2005-03-21,118.71,118.78,117.76,118.1,61430600.0,88.67,88.67,88.38,88.42,898100.0,43.24,43.25,42.87,43.09,3814400.0,21.215476,21.312572,20.8950592,21.069832,17719400.0,82.11,83.08,82.06,82.88,0.81,1.6,2.73,13.61,97.79,56.7
2005-03-22,118.37,118.93,116.9,116.9,93334300.0,88.94,89.05,87.54,87.67,2545000.0,43.21,43.22,42.55,42.65,2609400.0,20.99701,21.3902488,20.7882536,20.8173824,19580000.0,82.98,83.55,82.6,83.36,0.77,1.56,2.76,14.27,95.78,55.95
2005-03-23,116.945,117.72,116.75,117.0,71947900.0,87.53,88.16,87.53,88.09,1951700.0,42.6,42.67,42.35,42.42,2618600.0,20.584352,20.6765932,20.244516,20.4192888,48675000.0,83.42,84.1,83.32,84.0,0.77,1.57,2.69,14.06,93.92,49.43
2005-03-24,117.46,117.99,117.06,117.14,52020500.0,88.32,88.46,88.18,88.27,746800.0,42.51,42.54,42.37,42.39,1466400.0,20.535804,20.7154316,20.2105324,20.4047244,21761000.0,83.93,84.16,83.74,84.13,0.72,1.58,2.7,13.42,93.92,49.7
2005-03-25,117.46,117.99,117.06,117.14,52020500.0,88.32,88.46,88.18,88.27,746800.0,42.51,42.54,42.37,42.39,1466400.0,20.535804,20.7154316,20.2105324,20.4047244,21761000.0,83.93,84.16,83.74,84.13,0.72,1.58,2.7,13.42,93.92,49.7
2005-03-28,117.42,117.94,117.31,117.31,46942700.0,87.99,88.0,87.72,87.73,382200.0,42.45,42.58,42.41,42.54,581100.0,20.438708,20.5503684,20.244516,20.4289984,21631200.0,84.3,84.74,84.09,84.62,0.74,1.58,2.7,13.75,92.59,54.06
2005-03-29,117.14,117.9,116.25,116.53,73047000.0,88.08,88.28,87.99,88.25,1135000.0,42.61,42.63,42.54,42.56,1197800.0,20.438708,20.6911576,20.0697432,20.098872,18397200.0,84.55,84.58,84.15,84.32,0.73,1.6,2.69,14.49,91.92,54.26
2005-03-30,116.78,118.2,116.77,118.18,62897600.0,88.2,88.75,88.16,88.69,1098200.0,42.65,42.81,42.56,42.61,1324300.0,20.14742,20.4289984,19.7978744,20.3998696,48352600.0,84.27,84.36,83.99,84.29,0.7,1.61,2.67,13.64,93.23,53.96
